filename,label,transcript
audio_17,3.0, There was a day in the airport that I wanted to go with my mom to Panama. In this day I was trying to buy her tickets but actually I didn't remember her ID number and she was in the bathroom. I was in front of the manager so I told her to wait for her but she told me that there was many people waiting for her so I have to give her the details in that moment. So I have to leave the...
audio_67,2.5, My favorite place to visit is Bangalore. The journey to be Bangalore is very pleasant. I will enjoy the nature while travelling from my place to Bangalore. I like the local food around Bangalore. I like to have those and some past food there. I would like to go to Bangalore in winter season. And have a good time.
audio_154,3.0," So the most applications or the application that I use the most is probably YouTube right now. It's a platform that you can watch videos. I usually watch two people PewDiePie and MrBeast. PewDiePie is, it was a gaming content created before but right now because he's married, he has a kid, he's transitioned to like family blog and stuff like that. On the other hand MrBeast is, how would I explain it is he has a lot of money and he use that money to entertain people. Like me. You know."
audio_8,2.0, My favorite sports. My favorite sports I would like to describe. Sports one of the cricket. Cricket is my favorite sports. As I got the free time we are going to play for the cricket with my friends and I am having a fun with them to play a cricket. Every weekend I am going to meet my friends for the playing cricket. Cricket is my favorite sports. That's why we meet every weekend to play our game.
audio_20,2.0," The crowded market is really a beautiful place. Others, even who have a child in beer are looking for some of their kisses which will be after something to be a promise. Also, there are also a lot of people around in looking for their kiss. It is about lunchtime and some people here should find me. And all of them are like a busy people who are around the crowded market. All of them are doing their errands this way."
audio_141,2.0," Describe the scene at the train station. There was a train coming and all the customers are waiting on the platform. The guard is patrolling to make sure all the customers are safe within the safe area before the train arrives and all the customers are about to enter the train upon arriving. The door will be open and then customers will be coming out, giving way to the elders and to the persons with a disability and continue with the next train while waiting on the platform."
audio_363,3.0," My biggest hobby is about riding a motorbike. And to ride a motorbike, obviously I need a motorbike and I have to, the motorbike need to be tucks and MOTED and I need fuel and good weather and I like riding on my own possibly but when I go on my own it's just a short ride but when I go with others I can just follow them and they know great roads so I just follow and it can take all day."
audio_357,2.5," So, recently in India there is a flood, recently there is a flood happening now in the Kerala state. So, this is like biggest natural clavities, we gone through all citizen of Kerala. So, that completely land slides done and the traffic jam because of that traffic also is impacted and humans day to day life also impacted very much because of that flood that local people they lost their life and so many business impact also happen and for tourists"
audio_119,2.0," My travel journey experience destination is in Tagai Tai. Some of it is very cool and very special place to me. I like the food, local food, bula loh. And the dish is so very good. The taste is good. The place is very good. The particular time and day I spend the sunny days because it's a... Sunny days to enjoy walking around and see the view."
audio_109_2,2.5," My favourite place to visit is La Bosna, that is Lal Bhasadur Sahastini, in the National Academy of Administration, which is situated in Musori. This is my favourite place because the civil servants who cleared UPSC may be attending the La Bosna. This is the place where civil servants, which is the aspirants who cleared IAS, will be training in the academy. It is the favourite place not only for me, but the candidates who practice civil services and it is situated in Musori and is the best place for the IAS officers. Moreover, the best season to visit Musori is summer season, sorry, rainy season, winter season because Musori, which is located near to Himalayas, where it is covered with snow. It is a heavenly, heavenly place."
audio_300,4.5," My favorite place in the world to visit, at least from those that I've been, is New Orleans, Louisiana. It's a place that is just very new to my heart. My mom would always take me there as I was growing up. As are just between us, vacation spot, you know, without my brother or sister. And it was just a magical place of fun. The kind that they wouldn't appreciate, you know. I love gumbo as one of my favorite foods, or crawfish. I'm caging through and through, you know. And Mardi Gras is the magical time to visit the city."
audio_238_2,2.0," My school playground was very big and was very beautiful. In my school playground there are lot of trees and plants. There are so many types of plants and trees in my school playground. There are many students were played in this playground. And playground was very big like company bag. There are lot of rides, gym equipment and swings. So that's why students were very in my school playground. So my school playground was very beautiful like my school."
audio_305,2.5," While pedaling, the wind bump on my skin is I felt so free while doing it. Every time I leave my house, I don't make myself forget the tools so that if ever it gets into an accident such as blending my tire so that I can have tools to use and when I can go home."
audio_61,3.5," My goal in life is of course first to be part of Sutherland Company and all I wanted is to have a greener pasture not only for myself but also but most importantly with my family, for my family and first joining Sutherland for me is a great opportunity and I want to contribute positive performance not only by providing an acceptance professional customer service experience but also to be recognized as a performing agent in this company and after that I will of course work hard in order for me to get a promotion."
audio_80,2.0," My stay at a resort, it was unbelievable. The first time that I was a standard resort, it was the Camarón Salinitas. And we had these VIP passes where you can go anywhere with anyone that you like. And you have buffet, you have unlimited drinks, it was unbelievable experience. The time that I went there, I was 18 years old. And it was unbelievable because I went with my sister, my brother, my father. And also with my grandmother. We had a great time and it was an unbelievable time with them because I had to spend time with my family, which I don't have the time."
audio_292,2.0," Yes, I like to visit Doharaka because Doharaka is one of the famous country, famous place in Dohar country and I also have very good expense for this Doharaka journey and some good food. Some dishes are very good in this Doharaka. Mostly in Doharaka, Krishna Prasal and this is very good in Doharaka and also the time when I visit in this Doharaka is Krishna Stami. The Krishna Stami was celebrated and the Doharaka is very famous and that's all."
audio_324,3.5," My stay at our resort will consider the following variables, whether activities, accommodation, people and expectations. So every time I would go to a resort that will be preferably on summer for the weather, I'll be doing lots of activities such as going to scuba diving, doing sports and keeping myself busy with healthy activities. The accommodation is also a very important variable in order to rest and have a pleasant stay and not very crowded."
audio_262,5.0," My goal in life is to have a good work-life balance. I can actually enjoy my life, but also be able to afford things and even life can be happy. Ultimately, I would love to have a house so I can build equity. However, the market is really stupid at the moment. Interest rates are really high. There is a lot of demand in my area and we're out of enough supply. What makes me focused on it is the fact that my rent keeps going up every year and I am paying someone else's mortgage. I would like to have my own house. I am determined to get a house because I keep looking at Zillow and looking at houses and put off of them. I ultimately get denied. So I guess it's just going to be down to persistence and keep going and saving money."
audio_335,3.0, My favorite hobby is garden because in gardening you get a bit close towards some nature and you get to understand how nature really works. You will get to understand what is the use of peasants because you are gardening and feeding the plant and watering it but it will bloom only in a spring season but you have to water it in each and every day of the year. So you will get the peasants by watering it and by daily practicing your gardening practices. And I practice it on my own only because it is a time where there is no one between me and an each. So it's the great time for me to spend with the nature because I like the very most and I like the sound of birds and butterflies so I like it the most and you should also tell
audio_110,4.0, I honestly don't think I've had the best day of my life or anything close to it. So I cannot really give my opinion on this experience or what made it special.
audio_336_2,2.0," Well, what I can describe on the school playground could be medicates playing around with a lot of toys that are given from the school. I can see also lots of sport that they can play like volleyball, basketball or even football. It's one of the most popular sport that it's here in Prague. I think that the enjoyment in this place is kind of interesting because we as kids tend to play a lot. I don't care a lot about this school, but they really like this place."
audio_174,3.0," Here is exploring my favorite spot, an adventure to the beach where clear waters, warm sands and tall ponds create a perfect haven of relaxation. Enjoy. Also, a detailed exploration of my favorite place to visit. We're griseling waters back in South St. Green Bear Fit. And also I have my favorite place to visit, which is my favorite place is Beowat. Beowat is full of memories like my friends and my friends. We go there and make a memories and talk with each other and nuke talk like that. I like to go there because yeah."
audio_142,3.0," My school has a big playground. It has large boundary wall. We play all tires of games in the playground. We will play volleyball, hockey, football, cricket, and basketball. Our school principal encourages all students to play one of the game. We have very strong teams of players. They practice different games in the playground. Various matches are held on this background. The pediatric instructor of our school gives us training in the playground. He increases all the players. Our teams have borne many prizes in sports and games. Our school playground has produced many great players. They play at the National List National level. I'm proud of my school playground. That's all from my side."
audio_319,3.0, The people are there in the market to purchase the products in the market and then to get the required things and they sell their product in the market. The people are keen to purchase the things they require and the sound came from there is very noisy and which leads us to loss interest on the market. A lot of people are used to be there and the crowd should be more and more. And then the crowd that seems in the area makes us to feel happy to see those people and then the crowd is always being arrogant in nature to purchase the things they require is what I saw in the crowd and the thing is here is...
audio_254,3.5," Okay so Adeya in a school playground it might be so fun. It really starts with the arrival of children in the morning after they study like for a time. They are greeted by their teachers and get some time to sit lane and shoot with a bit free play where they can explore toys, books or puzzles. Once everyone is present because my getter in a school of morning, green and discussion about the day's activities. This could be included singing songs, talking about the water or sharing something special. I like to play in a playground with balls and..."
audio_240,2.0," My best day was when I'm in Chai, with my family I went to. And the day we enjoyed very lot with my family members. And we played more games. And we can spend more time on that place. If that moments are very special for me. When I think that day I would be very happy. All my family members make that day very special. Everyone's life has their best days."
audio_149,3.5, The airport is buzzing with activity as people scurry around lugging suitcases looking at departure board. The sound of announcement over the intercom fills the air as traveler wait in long lines to check in and pass through security. The smell of coffee and food fills the air as people grab a quick bite to eat before they are flight. Families with children run around excitedly looking at the planes through the enormous windows. Flight crews rush through the terminal pulling their really suitcase behind them.
audio_251,3.0," My favorite place to visit is Jotpur. It is a magnificent Malahargad fort. The journey to Malahargad fort is an adventurous in itself, starting with the approach to the city through the Aildic landscape of Rajasthan as the near Jotpur landscape changes, this is a slightly improving fort. Percept, a softer rocky hill becomes increasingly memorizing the particular season for approaching the city, navigating the baste stick. The favorite food for this is Malaykulfi and Malaypuri, which is a famous food, street food for it. The particular seasons, it has a rush in summers and a beautiful magical view."
audio_181,2.5," My favorite hobby is to irritate my best friend because it uses lots of train-learn enjoyment to me. It is a time pass. So we went on to be both also enjoyed. We got some memories. We almost want to spend more time. It is my favorite hobby. Because he treats me like a kid. So I always want to irritate him. He also likes to irritate me because we both have same mind, shouldn't mental vibes. We both have same mindset. That's why we are very close to each other. It is a part of our hobby. So that's we enjoy with a lot. And we spend more time."
audio_120,3.0, I want to write train however the file is very long. There are several elders ahead of me and then when the train comes I step in the train slowly and let the elders move ahead of me and have to locate their sit in a proper place. I allow the elders to sit down and I find myself standing in the train while the train is moving slowly going to the north side of the
audio_199,3.0," So, school playground have multiple things where students can play games. It will not only help them to refresh their mind, but help them to make them physical active. School playground is one of the major parts of infrastructure of the school. As it is a place where we can check which kind of student have which type of personality like maybe a student can be a sports person, maybe he like to play cricket, polyval and other matches. It will help to develop their skills, social skills as well as their physical skills."
audio_209,2.0," I'm in the near part right now so I can imagine a lot of people running. I can imagine my family just about to take a plane to go into vacation. There's a lot of sound, a lot of screens, a lot of people running from one side to another side. Many different people, many different stores, planes, many, many, many planes. Some big, big, really big planes."
audio_146,2.0," I would like to go the sachi for the sachistu. He is a very famous place in the MP and there are local food will be a good, very best food like a bao hachi and the latest it is like a sandwich and a maima sandwich is the famous food of the sachistu. And this is made by Samrata Shok. They are the powerful emperor of the India. He becomes, its empire becomes over all the Indian, after the India, he will be established our empire to defeat the many kings and after that he made us to call the sachistu for both dals. He is established in the sachi."
audio_246,3.0," So my stay at our resort is a stay in our resorts at the beach. So I love to explore the beach. I love the water. I love nature. And also the stay, the resort that I'm in also has a lot of animals surrounding like monkeys and it has a lot of pools. Also it is an all-inclusive resort. So I have access to food and drinks whenever I want. And I have delicious meals three times a day in the official restaurant. So I also have a bedroom that has a beautiful view to the beach. And I can see the sunset from it."
audio_315,3.0," Okay, my stay was quite fun and comfortable. The resort was actually really great. The rooms were very beautiful, the decoration, all according to the theme of the resort that it was nature. The rooms were very comfortable. The team, the working team, they were all very, very kind. I really enjoy my stay at the resort and I will definitely come back again. I will recommend it to other people to it's a place that you must visit."
audio_37,3.0," Okay in an airport first you are going to see a lot of planes because our people are going to travel all around the world so that's why you are going to see a lot of people also running to try to not lose their flights. You are going to see a lot of people waiting for a lot of time maybe sleeping on the seats or in the floor. You can find a lot of things, a lot of stores when you can purchase a lot of things. The airports are so big so you can find like bedrooms, you can find stores of coffee, or breakfast. You can find a lot of things also in some airports you can find some places like a little hotel when you can."
audio_140,2.0," My favorite place to visit is my home, my hometown, where I walk. Because since childhood, I was far from my home to study. That's why my favorite place is my home. And I love everything about my home. And I was so excited when I want to go home. I love my parents. The happiness I get in my home was insane. I can't describe this. This is the best moment of my life when I was at my home. So, my favorite place is to wait my home. That's it."
audio_299,3.0, My favorite place to visit is beaches with crystal prayer waters of sand and gentle ocean breezes the combination of natural new heat relaxation and this soothing sounds of waves make it a favorite place for me makes the favorite place for me beaches offer beaches offer a rhythm of waves warmth and beneath your feet and breathing sounds it seeks both adventure and
audio_159,2.5," Talking about the goal, my goal is to earn a lot of money in my life, to fulfill my family's dream, to fulfill their requirements. Now, if you see, I'm working and keeping my struggle in my life so that I can give everything to my family. The thing they need in the life, I have to fill their needs, the goods, the good life, I have to give them. I want to take my family to Umarah and a Hajj. So this is the goal in my life I have to go with. Now if you see, I had working with a lot of companies, agencies, but we are looking for to run our own business. So this is the company which I'm working with. It gives me a good support so I can achieve the goal in my life to give everything to my family, my dad, my parents and my wife as well. So if you go with your goals, you have to achieve it with your hard walk. Thank you."
audio_302,4.0," The best day of my life was my 28th birthday because we celebrated it on the beach that day. So, regarding that day, we had a lot of games and events regarding my birthday. So, for example, we had a game called Crack of Melon where you spin around with a blind fold and a butt in hand and then you need to listen for the commands of your friends so you can crack the melon. So yeah, overall it was the super fun experience and the best day of my life."
audio_336,2.0," Well, what I can describe of a school playground could be medicates playing around with a lot of toys that are given from the school. I can see also lots of sport that they can play like a volleyball basketball or even football that is one of the most popular sport that is here in Peru. I think that the enjoyment in this place is kind of interesting because we will kids tend to play a lot and not care a lot about this school but they really like this place."
audio_60,2.0," If I could describe a crowded market, a crowded market, it could be a market that could be cloud full of people's no space around some people going forward, some are going backward. There is no space, there is no chance to make sure that your things are on your pockets because there might be people around trying to scam us around. Crowded market is full of people around every way. If you go that side, you will see a lot of people in front of you, but quite a few. Crowded market is a lot of..."
audio_112,2.5," My school playground is a very enthusiastic and very memorable to see playground. My school playground was very big and a square of cover with a large boundary walls and it will be divided into three shelves with ten meets, one very one for playing ten meets and another for three-class football and volleyball. There are many trees in down there that we use to enter the 2G or to take rest between the interval time of the day. And there are at the corner there are three rooms."
audio_169,2.5, The smartphone application that I use the most is Instagram because Instagram we are using lots of reason by using the Instagram we can chat with the friends and call with the friends so in Instagram they can provide the features like chatting and calling and video call also in Instagram there are much more features are there like we are viewing a content like a reels and post of others people like celebrities and friends and other unknown people also we can spend a time with enjoying and as well as viewing the news on Instagram and making the content and reels on that platform also
audio_178,5.0," Okay, so my most favorite place to visit is Greece, especially this particular place called Porto Jellé. And it's my favorite destination. I go there. I usually would take the airplane from New York, but we have to make a stop in Athens where I see a lot of friends that I have there. And then I go there to meet my family and my friends to Porto Jellé. The local dishes are mostly seafood, just grilled or the suvlaki. That's my favorite one and it's the first thing. Because I miss it here. It's not the same taste when I go there. And I always visit in the summer so I can go to the beach as well because they have very, very, very good and beautiful beaches."
audio_7,3.0," Instagram is a free photo and video sharing app available on iPhone and Android. People can upload photos or video to our service and share them with their followers or with a scale group of friends. They can also view, comment and like posts shared by their friends on Instagram. Share creative videos with Reels, easily create fun, entertaining video to share with friends or anyone on Instagram. Share stories, post moments from your everyday life in stories. Start a conversation with Messenger, send photos, read."
audio_295,3.0," My favorite hobby is watching a Premier League. I like to watch football adults. One thing I like about it is the most routine I enjoy the most about my hobby is a competitive part of the game. I like the five factors that are trophy to be won and 20 times are competing for the trophy. I enjoy the pressure and the home and the weight, the travels, I enjoy them a lot. Actually there are few tools on my willingness to know just a few tools that I used to, I need to catch up with my hobby, like an internet connection, phone or TV or laptop. I enjoy practicing my hobby a lot."
audio_281,3.0," When I go to the market, I always see a bunch of people buying their groceries, and all their daily, their weekly food. And I hear a bunch of sounds, them chattering in the background. So there's a bunch of noise in the supermarket. And in the day, it gets very full, and the evening is more empty. But when I go, it's really like really full. And there's a bunch of people waiting on the line, just buying their food."
audio_151,3.0," My favorite holiday destination is in Khaledwa's Peach Resort during summer. So at this point, my best friend is going to be home here in the Philippines to visit his family and at the same time to be with his friends. So we would like to go to Khaledwa's Peach Resort because of the white sand and the cinec view to which we are really excited and how we're going to spend the holiday with each other and also enjoy the summer."
audio_11,3.0," Setting important goals in life is great, way to stay focused and motivated. Whether it's personal, academic or professional goals, they are given as a sense and direction and a purpose. And my goal is to be key I am an entrepreneur. Because of that I can lead my life in my own way. I can't depend on anyone. I can lead with my own lights and with some packages with that. And I want to become an entrepreneur in this world. Through this entrepreneur the world became so financially it will be work and our family also it's good being a financial and this is about my goal. Thank you."
audio_197,2.5," The clouded market is a market where it has many customers and sellers on the run and the customers have so many options to buy whether it's food, accessories, for realtors, etc. The clouded market is a market where it has so many things to buy, the customers have so many options like I said earlier and the clouded market. If I talk now, it's dangerous for us."
audio_104,3.0," My favorite hobby is that listening to music and working out my favorite hobby most of the time is listening to the songs for music. I love every type of music whether it's pop or musical or countryside music everything I like it. I think I don't need any tools, just maybe mobile or some speakers. I enjoy my hobby on my own. I think I don't need anyone to appreciate my own hobby and embrace my hobby as this."
audio_82,3.0," The best day in my life is the day when I went to the Krishna temple, now my home, which is my favorite place where I go when I have so much of problems and sorrows I will go and tell him in that temple so that I will get some relief. Not only that since my hobby is singing, I go and sing that they will conduct a budget or a performance every Saturday so I will go and sing that. After a period of time, after 7 years, 7 to 14 years of singing journey, I have stopped singing. I couldn't go to the temple due to various reasons. After a long time, Monday I went, which is my best day. I sang all the songs."
audio_211,3.5," My current goal is related to my education. I want to come in first place and achieve two top marks in every subject because this will increase my chances of receiving an overseas scholarship. I am putting a lot of effect into achieving this as my objective. Any student wants to change the first issue they should study overseas and have that chance. I also take my coursework seriously and educate myself on all topics pertaining to my field of study including research, literature and academic journals. Additionally studying overseas will help me get a superior education under diploma that is recognized across the world. Both of which allowed me to complete the promenadeed jobs. So the time I accomplished my goal, I don't waste time on pointless activities and instead pay attention to my studies. My family is undoubtedly a tremendous benefit for me. They support me with all times and provide me whatever I require. Additionally."
audio_250,3.0," My favorite hobby is to cooking. When I cook, I enjoy the... I will enjoy the... I will enjoy it powered fully because cooking is my favorite hobby. And they would... I cook with my mother so she... so that she can help me to cook nice food. And there may be so much... so many tools to cook good, like salt, pepper, spices, masalas. And maybe mushrooms that may be in veg, or it may be chicken in non-veg. I will enjoy practicing that hobby because cooking is a passion. And cooking can be done easily and as well as the plate. But I like to do it in my own way and it will become easy for me to cook tasty food. And my food will be like it by all of my friends and my family also. My mom liked the most food, like the most of the food."
audio_40_2,2.5," It is the main market of the city so everyone comes here for shopping for every weekend on time, weekend and all the time. So this is the most most crowded place in the weekend and all the time because everything wholesale and retail pricing and low pricing and every time there is a scheme and some of this there so everybody likes and soppier and come to the every time and enjoy the shopping and all that here so it's a very crowded place market."
audio_328,2.0, The scene I see in the crowded market are all vendors and also the buyers are giving the goods and the buyers were giving the exchange for the goods they buy and lots of people in there and also it was crowded. It was the scene I know in the crowded market.
audio_219,4.0, So usually an airport is crowded because there's a lot of people going from one place to another. Some of them in a hurry to catch their flight. You can see some screens where you can check your flight status and there are some counters with employees from the airlines that work there that are supposed to help you. There are also some security checkpoints where you have to be checked in your luggage as well and also some stores you can buy from and you can take whatever you purchase to your destination.
audio_156_2,2.5," It was a wonderful day. such a wonderful place, and along my friends, plan to mourn Tirumala on train. It's a wonderful, fascinating journey. A lot of memories are grabbing in that journey, and things also. Tirumala is a Samba and Dosa is a favorite dish, or some food. It's a good..."
audio_365,5.0," The main goal that I have right now in life is a career-based one. It's to advance to the next logical position within my company. I think it's an important goal because it gives me something to work towards something that should shoot for, something that keeps me motivated, keeps me progressing towards becoming the person who I want to be. It helps to open the door to other aspects of life that will help me achieve the complete lifestyle that I'm looking for. I think that it helps to serve as a part of life."
audio_90,3.0," My favorite holiday destination would be in Switzerland. You know, from more than countries that I've ever been to Switzerland will always be my favorite. I've been there twice during Christmas holiday vacation and I'm still in awe when I ever see those villages and those Alps. And yeah, it gives you that Christmas vibes that whenever you watch on movies, that gives you also the feel."
audio_196,4.0," It's a crowded market in the morning. You walk in and you see all the workers stocking up on all the canned goods, on all the fruits and meats and other food items. You see people rushing to get their breakfast and rushing to get their fruits and vegetables to do their early grocery shopping. As the deep progresses, it starts to get a little slower and at night it picks up again a little bit. Ultimately, or at the end of the night, the supermarket is way less crowded than in the morning and there's a way less people."
audio_164,2.0," The train station scene is when I was, I want to go to my hometown to train by train. When I booked the general ticket, there are multiple people coming in general sector. So I think it's very racy and people are everywhere, are buying general tickets only, like normal journey to other journeys. And for train journey, it's very easy, but we have to book the train ticket, then we will go for a safe flight. For a safe journey, it train to the airport."
audio_148,3.0," can you win those shouting out at prices and positions to shout out back any questions, the clang of net, of course, and pass, because this is a stretch food input and a honking of papers not difficult in other lakes. How are they? A crowded market so not a goal is a transformation. In the morning, the market comes alive with fairness setting out these towels and bias."
audio_235,3.0," The school playground is actually designed to be safe for children. It has a lot of games. It is full of children. You can see children of any age running, screaming and playing on the playground. You can also see the teachers going behind the kids, just taking care of them. Also, you can see the games. They are colorful games. They are actually safe games where you can send your son or daughter and they can safely play on that playground. You can also see that there is a beautiful blue sky on this day."
audio_93,2.0," Recently, Varodra faced the flood, disaster in that many people and animals lost their life. Also, there were many people who were left three days without any food or any water. They also faced many issues because of the flood."
audio_70,2.5," Thank you for giving me this opportunity to express myself. So my goal in my life is to be a successful man. All of my friends are happy with me. All people think that I am very open-minded. I am down to earth. I will help many people like a beggar. When I have many money, I can help beggars. I can build my house. I need to be a successful man and a fighter. I am very interested in fighting. So I will become a fighter."
audio_124,2.5," As a kid, I remember being part of a group that had the fortune to have a school pre-route back in my first stages. I remember that we went there to play with all the games we have available under the support of our teacher because we had to have their supervision in order to verify that no one got hurt in this process. However, it was pretty colorful, there was a lot of kids, a lot of fun, we had balls to play there, we also have some specific games that are not common in other parts and I really enjoyed my time while being part of that school."
audio_97,2.0, I can hear many cars driving by and a lot of people talking. When we walk into the resort there was a lot of people and I could hear many people talking at once. Some people are worried and they are having problems with their rooms. I can test the not very fresh air because there has been many people walking through here and the resort is called Wilderness Lodge. It is really big resort with many different water parks. Right when we got there we had to find our own room. When we got to...
audio_144,2.5," So, market is the place where the seller sells goods to the buyer and buyers spend some money on the thing what the seller is selling. In code and market every person wants to sell their objects or they think the seller can speak loudly about the product which was selling and also they provide the price in the market when the people hear the price of the product that can go and"
audio_311,3.0," I am my favorite to hobby singing songs and dancing. One of my favorite hobbies is listening music. When I am feeling very poor and when I am feeling alone, I can listen to music. When I listen to music, I can forget all the problems and I can get some peace. Because I can't forget all my tensions while listening to the music. In the meantime, my mind was very peaceful and everyone can disturb me. When we listen to music, the change before listening to music and after listening to music, I can see the change. Because after listening to music, I can feel very peaceful and my mind was very refreshed so that was my favorite hobby. One of the favorite hobbies is listening music."
audio_98,3.0, I went to Santa in Guatemala and I enjoyed this day at the resort since they were all inclusive. I ate a lot. I drank a lot of different drinks. I swam. I went to the sea. I really enjoyed going to the beach since it is one of my favorite places in the world. It was all amazing and people was enjoying the time there. I will always remember that vacation I would like to repeat again and going with my family. Staying at one of the best resorts in Guatemala was an amazing experience. It was wonderful.
audio_238,2.0," My school playground was very big and was very beautiful. In my school playground there are lot of trees and plants. There are so many types of plants and trees in my school playground. There are many students were played in this playground. And playground was very big like company bag. There are lot of rides, gym equipment and swings. So that's why students were very enjoyed in my school playground. So my school playground was very beautiful like my school."
audio_69,3.0," The Playground looks like it's an open, feel playground, lots of colors, lots of trees around it. It has three swings, three slides and the Poplar Game Among Students is the swing, the little swinging and the ropes to climb and I'm running around. What sounds can you hear in the playground? The sounds that you hear, the sounds of kids screaming, kids shouting, students shouting, friends, having fun, people climbing up and down."
audio_24,3.0," I am describing the best of my life, the best of my life was when the 12th result came. Before 12th result came the Corona COVID-19 was present and lockdown was gone for one year. So, all the exams of 12th and 10th were cancelled by the CBSE and Indian government. So, I was studying in the Raisan board, Co-med College and I scored 98.4 percentage in my 12th class. So, that day was my best day of my life and I also got good college, lovely professional university with 50% scholarship because of that 12th percentage. So, this was my best day."
audio_38,3.0," During my stay at this resort, I woke up to the sound of waves crashing outside my window. I started my day with a leisure breakfast overlooking the beach. After that I relaxed by the pool. I remember when I was playing my Nintendo Switch, I won a match in FIFA 22. At night, I needed a fresh, sifful and listened to new live music. Finally, I fell asleep at the sound of the ocean, feeling completely relaxed and happy."
audio_145,3.0," Basically here, the crowded markets, the market should be crowded on Friday times. There are so many people in the markets. They might be selling the visitables, fruits and the household items, everything. Whenever we want to buy something, we will bargain there. People always selling so many parts, junk, fruits and some bakery items and some food items, breakfasts, lunch items, all these entire things, food, etc. And the people are buying the same things in the market. The sounds can you hear in the market is like, it is a full of crowd, like so much noise we will listen. How do the crowded markets change throughout the day from morning to evening? So basically, the crowded market is a good thing."
audio_123,5.0," Oh my god. Wow. So the playground looks vivid and you see children running around. Sometimes you'll see the kids playing tag or duck duck goose. Other times they will play hopscotch. Some children play in groups while others play alone. And most of the day they'll play outside. But when the weather doesn't allow it, they will play inside. And the school playgrounds will hear a lot of shouting, laughing, screaming, and overall just children having fun making all sorts of imaginative sounds. That's what you end up hearing."
audio_272,2.0," Well, last weekend I was on this really amazing resort. It was pretty good, you know. Well first of all, I played some gold then after a junior. I took a massage. Also I have a prey. So if you notice, you have a lot of things you were like to do, you know. First of all, you can go to the pool. Two, you can go to church. Three, you can play tennis. Four, you can go to the gym. Or also you can stay and chill your time. Really amazing this weekend."
audio_183,3.0," When we got to the resort, we went straight to the parking and we saw the horrible lines there where in order to do the checking. We got to the checking, we waited like 30 minutes in order to do our checking and we were finally given the key to our room. We couldn't find the room and we got lost in the way there but we finally got there and I couldn't wait to get to the pool and the beautiful view we got from the beach and the pool from our room was perfect. I was very hungry so I went to the pool for a few minutes and then I went straight to the pool and I went straight to the pool and I went straight to the pool and I went straight"
audio_68,3.5," Okay, so I want to describe the seed of a school playground. First up, for most, I can tell you that this school playground looks like a lost green field. Okay, it is a synthetic field. It feels like, you know, place where kids can actually have fun playing without getting themselves injured. And there are so many games that they have participated in. Games particularly have to jiggle like a bottle, you know. They only have games where they can ride bicycles, their puzzle games, their activities,"
audio_352,3.0," Okay, so my hobby is music, singing and dancing. But I don't really know how to dance a lot. But then I love to sing. I can play... I do really know how to play. But then it gives me sound systems and I enjoy it very, very much. So I love music. I love music. I can just play some of my own and practice. I don't really need anyone to help me practice. I can sit on my own to my music and then I can also go to shows. If I go to where people are crowded and see the original performance, single sing it, I enjoy it a lot."
audio_220,2.0," Yes, I am Sillata. President, I am talking about school playground. School playground is very beautiful and very so much games in this playground. In the school playground, many children are happily playing the games and enjoy that atmosphere. Background is very useful in every school. So much games is very interested and motivational for these students. It is very useful for students, their body fitness and happiness to them. And it is helpful to assume many goals also. School playground is very useful for every student."
audio_291,5.0," My goal in life is to be the best version of myself. By the best version, I mean the most healthiest version. So that means kind of being on a strict diet, low sugar, low carb, just overall trying to eat healthy, you know, no sugary drinks, drink water instead, water and tea. Get a lot of sleep, plenty of sleep. Take care of my body by exercising at least three times a week. Stay away from anything that'll hold me back, so no smoking, no drinking. Just overall just protecting myself so I can live a long and healthy life. That is my overall goal right now."
audio_325,3.0," So, my going life is of the ability to contribute to improve my status in the society and be a good citizen to a lovely country."
audio_232,3.0, It is another busy Monday at Seoul station. There are office workers with briefcase running late for work and students with backpacks running to catch the train. There are also homeless people lying on the bench while on the platform while waiting for the train to pass. There are also people selling food and drinks on the platform and there are also a few vending machines that people can use to buy something they need.
audio_126,3.0," The last time I visited a wonderful place, Rishikesh, which is located at the Bank of River in Rishikesh of Kothra, Kansas, India. I had already bought a wonderful resort there at the Bank of River because I voted to spend a few nights over there along with my close friend. I had a wonderful time together with the campaign and taking a wonderful experience over there. I was wonderful. I was wonderfully enjoying over there with my friend. The time was really good."
audio_147,5.0," My favorite place to visit is Colorado. For me, this involves a car trip of several days traveling across the United States, which is part of the experience I would say is just getting there. And once you arrive, you can immediately tell from their quality how nice it is to be there and how beautiful the nature is. And all along the drive, putting two Colorado, there are towering mountains on either side of your car. And so overwhelming and awe-inspiring experience. A time of day or season that Colorado is especially beautiful, I would say, is fall. The leaves on the aspen trees are all yellows, golds, oranges, reds. If you can get to a state park, I would highly recommend it if you're visiting. Thank you."
audio_350,2.0," My favorite holiday destination would be Malecia, cause there is a nice place, Dalisas and friendly people. It is famous for the KLCC High building, it is very high and awesome. Since my hobby is stacking photographs, so there is a good place to practice boosting and enhance my skills. There is not only KLCC but also famous for their delicious food such as Kachang, Sati, it is a small dish and very usual for melacians. It is made of chicken, beef, rabbit and etc. It will serve with rice and sauce, the sauce is delicious, sauce, food and very secret recipe."
